track_name,artist_name,ms_played,minutes_played
Waiting For Your Love,Josephine Philip,140491,2.34
Concerning Hobbits,Howard Shore,175040,2.92
The Ring Goes South,Howard Shore,123000,2.05
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,440800,7.35
The Shire,Howard Shore,149480,2.49
The Great Eye,Howard Shore,330586,5.51
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
"The Road Goes Ever On..., Pt. 2 / ""In Dreams"" (feat. Edward Ross)",Howard Shore,169740,2.83
Concerning Hobbits,Howard Shore,175040,2.92
The Ring Goes South,Howard Shore,123000,2.05
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,440800,7.35
The Shire,Howard Shore,149480,2.49
The Great Eye,Howard Shore,330586,5.51
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
"The Road Goes Ever On..., Pt. 2 / ""In Dreams"" (feat. Edward Ross)",Howard Shore,221226,3.69
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Howard Shore,738080,12.30
The Journey to the Grey Havens (feat. Sir James Galway),Howard Shore,454520,7.58
The King of the Golden Hall,Howard Shore,229440,3.82
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
"The Road Goes Ever On..., Pt. 2 / ""In Dreams"" (feat. Edward Ross)",Howard Shore,221226,3.69
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Howard Shore,129193,2.15
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
"The Road Goes Ever On..., Pt. 2 / ""In Dreams"" (feat. Edward Ross)",Howard Shore,221226,3.69
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Howard Shore,738080,12.30
The Journey to the Grey Havens (feat. Sir James Galway),Howard Shore,454520,7.58
The King of the Golden Hall,Howard Shore,229440,3.82
Samwise the Brave,Howard Shore,179273,2.99
Stay High,Childish Gambino,218400,3.64
Green Eyes,Coldplay,223040,3.72
Dayvan Cowboy,Boards of Canada,300186,5.00
Better Man,Paolo Nutini,329046,5.48
I Have Seen,Zero 7,304733,5.08
Shot in the Dark,John Mayer,249080,4.15
"Say Hello, Wave Goodbye",David Gray,538200,8.97
Society,Eddie Vedder,236306,3.94
Rule My World,Kings of Convenience,211666,3.53
Stop This Train,John Mayer,285053,4.75
Road to Nowhere,Nouvelle Vague,191106,3.19
The Sea,Morcheeba,347280,5.79
Hell N Back,Bakar,213573,3.56
Angela,The Lumineers,201785,3.36
The Blower's Daughter,Damien Rice,286653,4.78
Only You,Joshua Radin,149013,2.48
Last Request,Paolo Nutini,220413,3.67
Me haces bien,Jorge Drexler,184546,3.08
These Streets,Paolo Nutini,233480,3.89
Second Nature,Bon Iver,242149,4.04
Traffic In The Sky,Jack Johnson,170946,2.85
The Staunton Lick,Lemon Jelly,322133,5.37
Two People,Sam Fender,236653,3.94
Into The Sun - EP Version,Sons Of The East,300499,5.01
I Guess I Just Feel Like,John Mayer,286386,4.77
Waiting On the World to Change,John Mayer,201173,3.35
Blue World,Mac Miller,209440,3.49
VCR,The xx,177093,2.95
This Year's Love,David Gray,245533,4.09
Hold My Girl (Acoustic Version),George Ezra,211715,3.53
Only The Ocean,Jack Johnson,219920,3.67
Porcelain,Moby,238920,3.98
This Old Dog,Mac DeMarco,150546,2.51
In the Blood,John Mayer,243666,4.06
Nothing Arrived - Live from Spotify London,Villagers,219093,3.65
Imagine,Jack Johnson,219080,3.65
Telefonía,Jorge Drexler,184963,3.08
Shot Reverse Shot,Jack Johnson,190426,3.17
Life's For The Living,Passenger,273560,4.56
Diamonds On The Inside,Ben Harper,266906,4.45
Move Together,James Bay,275493,4.59
Cucurucu,Nick Mulvey,267573,4.46
So Good At Being in Trouble,Unknown Mortal Orchestra,230146,3.84
God Put a Smile upon Your Face,Coldplay,297306,4.96
Coloratura,Coldplay,617057,10.28
Forever,Mumford & Sons,276780,4.61
Believe,Mumford & Sons,171630,2.86
"Sitting, Waiting, Wishing",Jack Johnson,183720,3.06
The Heart of Life,John Mayer,198200,3.30
Bloom - Bonus Track,The Paper Kites,210080,3.50
Stay High,Childish Gambino,181822,3.03
Constellations,Jack Johnson,224653,3.74
Shot in the Dark,John Mayer,132983,2.22
Texas Sun,Khruangbin,252811,4.21
Society,Eddie Vedder,236306,3.94
Know How,Kings of Convenience,238173,3.97
Crucify Your Mind,Rodríguez,152346,2.54
Flume,Bon Iver,219000,3.65
Big City,Kingswood,227850,3.80
Hell N Back,Bakar,213573,3.56
A Pirate Looks At Forty,Jack Johnson,232066,3.87
Stay Alive,José González,266906,4.45
Don't Panic,Coldplay,136866,2.28
Me haces bien,Jorge Drexler,184546,3.08
Better People,Xavier Rudd,185213,3.09
Second Nature,Bon Iver,242149,4.04
Sleep On The Floor,The Lumineers,211851,3.53
Two People,Sam Fender,236653,3.94
I Guess I Just Feel Like,John Mayer,286386,4.77
Santeria,Sublime,182746,3.05
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',Coldplay,436440,7.27
Waiting On the World to Change,John Mayer,201173,3.35
Flake,Jack Johnson,281749,4.70
You And Your Heart,Jack Johnson,192853,3.21
Blue World,Mac Miller,209440,3.49
Iron Sky,Paolo Nutini,373133,6.22
Through The Echoes,Paolo Nutini,221245,3.69
Last Request,Paolo Nutini,220413,3.67
New Shoes,Paolo Nutini,203653,3.39
Candy,Paolo Nutini,298693,4.98
Eso Que Tú Me Das,Jarabe De Palo,214553,3.58
Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,231893,3.86
Coming up Easy,Paolo Nutini,227011,3.78
The Cave,Mumford & Sons,215626,3.59
In the Blood,John Mayer,236270,3.94
Growing up Beside You,Paolo Nutini,203666,3.39
Imagine,Jack Johnson,219080,3.65
Something Like Olivia,John Mayer,180626,3.01
Telefonía,Jorge Drexler,184963,3.08
Natural Blues,Moby,150377,2.51
Diamonds On The Inside,Ben Harper,266906,4.45
The Staunton Lick,Lemon Jelly,322133,5.37
One Way Glass,Manfred Mann Chapter Three,214933,3.58
Me haces bien,Jorge Drexler,184546,3.08
Home,Jack Johnson,182000,3.03
"Walt Grace's Submarine Test, January 1967",John Mayer,131081,2.18
Marinade,DOPE LEMON,237961,3.97
Dear Marie,John Mayer,222720,3.71
Misread,Kings of Convenience,171293,2.85
I Promise,Radiohead,239226,3.99
City with No Children,Arcade Fire,191600,3.19
Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,2.69
Mama Kin,Aerosmith,138204,2.30
9 to 5,Dolly Parton,162466,2.71
Sleepwalker - Abridged,The Killers,244946,4.08
Shockwave,Liam Gallagher,211191,3.52
Is This It,The Strokes,151333,2.52
At The Door,The Strokes,121720,2.03
Complicated,Avril Lavigne,166185,2.77
Acurrucar,Ed Maverick,234080,3.90
All Along the Watchtower,Jimi Hendrix,240800,4.01
Break on Through (To the Other Side),The Doors,145866,2.43
Choo Choo Train - Mono Single Version,The Box Tops,170040,2.83
Home - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,306373,5.11
All The Small Things,blink-182,167066,2.78
Shot in the Dark,John Mayer,249080,4.15
Coming up Easy,Paolo Nutini,258520,4.31
Stay High,Childish Gambino,218400,3.64
Society,Eddie Vedder,236306,3.94
The Cave,Mumford & Sons,215626,3.59
Imagine,Jack Johnson,219080,3.65
Diamonds On The Inside,Ben Harper,266906,4.45
Dear Marie,John Mayer,222720,3.71
Hell N Back,Bakar,213573,3.56
The Blower's Daughter,Damien Rice,286653,4.78
Sleep On The Floor,The Lumineers,211851,3.53
Waiting On the World to Change,John Mayer,201173,3.35
Second Nature,Bon Iver,242149,4.04
Two People,Sam Fender,236653,3.94
Misread,Kings of Convenience,188400,3.14
Last Request,Paolo Nutini,220413,3.67
Visiting Hours,Ed Sheeran,215506,3.59
Better Together,Jack Johnson,207680,3.46
Coloratura,Coldplay,617057,10.28
Blue World,Mac Miller,209440,3.49
The Heart of Life,John Mayer,185650,3.09
Natural Blues,Moby,253773,4.23
Funtimes in Babylon,Father John Misty,219259,3.65
Nancy From Now On,Father John Misty,150060,2.50
Noches de Boda / Y Nos Dieron las Diez - Directo Luna Park,Joaquín Sabina,452106,7.54
Óleo de Mujer Con Sombrero,Silvio Rodríguez,144632,2.41
19 Dias y 500 Noches - En Directo,Joaquín Sabina,319053,5.32
La vida es más compleja de lo que parece,Jorge Drexler,188081,3.13
Contigo,Joaquín Sabina,279266,4.65
Loco,Andrés Calamaro,217373,3.62
Por el Bulevar de los Sueños Rotos,Joaquín Sabina,238573,3.98
Hoy Hace Un Buen Dia,Fernando Delgadillo,194466,3.24
Postdata,Joaquín Sabina,227680,3.79
Pienso en Aquella Tarde,Pereza,172600,2.88
La Flor de la Canela (with Joaquín Sabina),Maria Dolores Pradera,193000,3.22
Ojalá,Silvio Rodríguez,212481,3.54
Quién Me Ha Robado el Mes de Abril,Joaquín Sabina,294680,4.91
Telefonía,Jorge Drexler,184963,3.08
Peces de Ciudad,Joaquín Sabina,305186,5.09
Flaca,Andrés Calamaro,277653,4.63
Y Nos Dieron las Diez,Joaquín Sabina,302933,5.05
Hoy Ten Miedo De Mi,Fernando Delgadillo,178773,2.98
Tiramisu de Limon,Joaquín Sabina,251986,4.20
Princesas,Pereza,217000,3.62
Con la Frente Marchita,Joaquín Sabina,301040,5.02
El Breve Espacio en Que No Estas,Silvio Rodríguez,242960,4.05
"No Sopor..., No Sopor...",Joaquín Sabina,271866,4.53
Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,Jorge Drexler,161342,2.69
La Mentira (feat. Joaquín Sabina),Dani Martín,177240,2.95
Crímenes perfectos,Andrés Calamaro,264840,4.41
Y Sin Embargo - En Directo,Joaquín Sabina,362906,6.05
Julieta,Fernando Delgadillo,217266,3.62
La del Pirata Cojo,Joaquín Sabina,278026,4.63
Todo,Pereza,260733,4.35
Más de Cien Mentiras,Joaquín Sabina,397960,6.63
Mariposas,Silvio Rodríguez,448812,7.48
Nos Sobran los Motivos - En Directo,Joaquín Sabina,344840,5.75
Nominao,C. Tangana,176186,2.94
Y Si Amanece por Fin,Joaquín Sabina,278066,4.63
Para Siempre,Ratones Paranoicos,286000,4.77
Pero Qué Hermosas Eran,Joaquín Sabina,448453,7.47
Entre Pairos y Derivas - Versión Acústica,Fernando Delgadillo,282386,4.71
Lágrimas de Mármol,Joaquín Sabina,231760,3.86
Madrid,Pereza,218573,3.64
Una Canción para la Magdalena - Directo,Joaquín Sabina,288013,4.80
Ojos Color Sol (feat. Silvio Rodríguez),Calle 13,215813,3.60
Seis de la Mañana,Joaquín Sabina,229133,3.82
Me haces bien,Jorge Drexler,184546,3.08
Lo Niego Todo,Joaquín Sabina,281426,4.69
La parte de adelante,Andrés Calamaro,261626,4.36
Sin Pena Ni Gloria,Joaquín Sabina,234533,3.91
Noche Sin Luciérnagas,Fernando Delgadillo,255869,4.26
"Para Aute: Pasaba por Aquí (feat. Abel Pintos, Carlos Rivera, Dani Martin, Estopa, Ismael Serrano, Jorge Drexler, Pedro Guerra, Silvio Rodríguez, Vanesa Martin & Xoel López)",Joaquín Sabina,178811,2.98
Lady Madrid,Pereza,191586,3.19
Noches de Boda / Y Nos Dieron las Diez - Directo Luna Park,Joaquín Sabina,452106,7.54
Óleo de Mujer Con Sombrero,Silvio Rodríguez,144632,2.41
19 Dias y 500 Noches - En Directo,Joaquín Sabina,319053,5.32
La vida es más compleja de lo que parece,Jorge Drexler,188081,3.13
Contigo,Joaquín Sabina,279266,4.65
Loco,Andrés Calamaro,217373,3.62
Society,Eddie Vedder,236306,3.94
Second Nature,Bon Iver,242149,4.04
Breathless,Nick Cave & The Bad Seeds,193880,3.23
Do,The White Stripes,185000,3.08
Country Honk,The Rolling Stones,187466,3.12
Wild World,Yusuf / Cat Stevens,200527,3.34
Corazón partío,Alejandro Sanz,343413,5.72
Under Cover of Darkness,The Strokes,235546,3.93
Tommy Chong,Blue Scholars,252480,4.21
Hideaway - Stereo Instrumental,Freddie King,193573,3.23
All These Things That I've Done,The Killers,301866,5.03
Don't Go Dark,Bleachers,243946,4.07
In Another Life - Abridged,The Killers,193746,3.23
Cigarette Daydreams,Cage The Elephant,208760,3.48
The Getting By - Abridged,The Killers,228626,3.81
Sun,Two Door Cinema Club,187720,3.13
My God (feat. Weyes Blood),The Killers,218906,3.65
Last Nite,The Strokes,193506,3.23
Pressure Machine - Abridged,The Killers,284706,4.75
Something Changed,Interpol,236226,3.94
In The Car Outside - Abridged,The Killers,288453,4.81
Stop Making This Hurt,Bleachers,199626,3.33
Runaway Horses (feat. Phoebe Bridgers) - Abridged,The Killers,204466,3.41
Take It or Leave It,Cage The Elephant,207320,3.46
For Reasons Unknown,The Killers,212266,3.54
This Is the Life,Two Door Cinema Club,210733,3.51
Dead Flowers,Townes Van Zandt,287293,4.79
The Blower's Daughter,Damien Rice,256526,4.28
Second Nature,Bon Iver,242149,4.04
Misread,Kings of Convenience,188400,3.14
Society,Eddie Vedder,236306,3.94
The Blue Danube,Johann Strauss II,527400,8.79
"Indigo, Op. 349: Marsch","Polish State Philharmonic Orchestra, Katowice",143000,2.38
Trumpet Voluntary (Arr. for Brass Ensemble),Jeremiah Clarke,174533,2.91
"Klipp-Klapp, Galopp, Op. 466",Johann Strauss II,140173,2.34
Carmen Suite No. 2: 2. Habanera,Georges Bizet,122000,2.03
"Habsburg Hoch!, Op. 408: March","Polish State Philharmonic Orchestra, Katowice",192000,3.20
"Solomon, HWV 67: Arrival of the Queen of Sheba",George Frideric Handel,210000,3.50
"Die Fledermaus (The Bat), Overture (RV 503-1)",Johann Strauss II,124320,2.07
"Albion, Op. 102: Polka","Polish State Philharmonic Orchestra, Katowice",215000,3.58
Jazz Suite No. 1: I. Waltz,Dmitri Shostakovich,148920,2.48
Sylvia: Act III: Divertissement: Pizzicati,Léo Delibes,133973,2.23
"Schwanensee, Op. 20: Act II No. 14: Scene",Pyotr Ilyich Tchaikovsky,144000,2.40
"Tritsch-tratsch-polka, Op. 309: Polka",Johann Strauss II,167542,2.79
"Saint-Saëns: Le carnaval des animaux, R 125: VII. Aquarium",Camille Saint-Saëns,144693,2.41
Chanson de matin,Edward Elgar,180266,3.00
Rodeo: V. Hoe Down,Aaron Copland,292133,4.87
Coppelia: Act I - Valse,Léo Delibes,141200,2.35
"Schwanensee, Op. 20: Act II No. 10: Scene",Pyotr Ilyich Tchaikovsky,136973,2.28
"Wein, Weib und Gesang (Wine, Women and Song), Op. 333 (RV 333)",Johann Strauss II,148880,2.48
Jazz Suite No. 2: IV. Waltz 1,Dmitri Shostakovich,167493,2.79
Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Andante -,Gioachino Rossini,137733,2.30
"Nachtveilchen (Polka Mazur), Op. 170","Polish State Philharmonic Orchestra, Katowice",241000,4.02
"Sylvia, Suite: 3. Pizzicati",Léo Delibes,128133,2.14
"Tik-Tak Polka, Op. 365",Johann Strauss II,176573,2.94
"String Quintet in E Major, Op. 11 No. 5, G. 275: III. Minuetto",Luigi Boccherini,208266,3.47
"Humoresque, Op. 101, No. 7",Antonín Dvořák,230826,3.85
Symphony No. 5,Ludwig van Beethoven,174200,2.90
Stoptime Rag,Scott Joplin,168586,2.81
Pizzicato Polka,Johann Strauss II,155000,2.58
"Delibes: Coppélia, Act I: No. 1, Valse",Léo Delibes,165773,2.76
"String Quintet E, Op.13, No.5: 3. Menuetto",Luigi Boccherini,250000,4.17
Gran Vals,Francisco Tárrega,178426,2.97
"Lagunen Waltz, Op. 411",Johann Strauss II,417000,6.95
Champagne Galop (1845),Hans Christian Lumbye,136800,2.28
Fanfare for the Common Man,Aaron Copland,167160,2.79
"Norwegian Peasant Dances, Op. 72",Edvard Grieg,139146,2.32
Telefonía,Jorge Drexler,184963,3.08
19 Dias y 500 Noches - En Directo,Joaquín Sabina,319053,5.32
La vida es más compleja de lo que parece,Jorge Drexler,188081,3.13
La flaca,Jarabe De Palo,261200,4.35
Me haces bien,Jorge Drexler,184546,3.08
Flaca,Andrés Calamaro,277653,4.63
"Para Aute: Pasaba por Aquí (feat. Abel Pintos, Carlos Rivera, Dani Martin, Estopa, Ismael Serrano, Jorge Drexler, Pedro Guerra, Silvio Rodríguez, Vanesa Martin & Xoel López)",Joaquín Sabina,178811,2.98
Ojalá,Silvio Rodríguez,212481,3.54
Sea,Jorge Drexler,225200,3.75
Todo Cambia,Mercedes Sosa,284680,4.74
Las transeúntes,Jorge Drexler,303080,5.05
Noches de Boda / Y Nos Dieron las Diez - Directo Luna Park,Joaquín Sabina,452106,7.54
Todo se transforma,Jorge Drexler,217146,3.62
Eso Que Tú Me Das,Jarabe De Palo,214553,3.58
Sacar la Voz,Ana Tijoux,253360,4.22
Aunque no sea conmigo,Bunbury,212560,3.54
Lisboa-Madrid,ANAVITÓRIA,220031,3.67
Little Games,The Colourist,161986,2.70
If I Ever Get Around To Living,John Mayer,151485,2.52
No Surprises,Radiohead,229120,3.82
Sloop John B,The Beach Boys,131308,2.19
Sex on Fire,Kings of Leon,203346,3.39
Waiting for the Worms,Pink Floyd,166912,2.78
Dead Leaves and the Dirty Ground,The White Stripes,182168,3.04
Music To My Eyes,Lady Gaga,199200,3.32
Dime Que No,Ricardo Arjona,233750,3.90
Trinity,Snarky Puppy,471357,7.86
The Staunton Lick,Lemon Jelly,289277,4.82
Dopamine,Franc Moody,188894,3.15
19 Dias y 500 Noches - En Directo,Joaquín Sabina,319053,5.32
Wild Child,The Black Keys,164866,2.75
Did My Best,The Voidz,296938,4.95
Get It On,T. Rex,263840,4.40
Jazz on the Autobahn,The Felice Brothers,220919,3.68
Ode To The Mets,The Strokes,351786,5.86
Little Green Bag,George Baker Selection,195333,3.26
Drunken Lullabies,Flogging Molly,251066,4.18
19 Dias y 500 Noches - En Directo,Joaquín Sabina,315426,5.26
Telefonía,Jorge Drexler,176653,2.94
"The Road Goes Ever On..., Pt. 1",Howard Shore,358533,5.98
The King of the Golden Hall,Howard Shore,229440,3.82
The Journey to the Grey Havens (feat. Sir James Galway),Howard Shore,454520,7.58
First Youth,Ennio Morricone,136560,2.28
The Ring Goes South,Howard Shore,123000,2.05
Nuovo Cinema Paradiso,Ennio Morricone,178666,2.98
Once Upon a Time in the West - Main Theme,Ennio Morricone,223120,3.72
"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Howard Shore,738080,12.30
"All I Ask Of You (From ""The Phantom of the Opera"")",Richard Clayderman,210813,3.51
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,440800,7.35
Concerning Hobbits,Howard Shore,175040,2.92
The Great Eye,Howard Shore,330586,5.51
Claudia's Theme - Version Eight,Lennie Niehaus,341866,5.70
"Rocky Prelude (From ""Rocky"") [Piano Solo]",Juggernoud1,210295,3.50
"The Road Goes Ever On..., Pt. 2 / ""In Dreams"" (feat. Edward Ross)",Howard Shore,221226,3.69
The Shire,Howard Shore,149480,2.49
Samwise the Brave,Howard Shore,226000,3.77
"The Return of the King (feat. Sir James Galway, Viggo Mortensen and Renee Fleming)",Howard Shore,614266,10.24
Tema D'Amore Per Nata,Ennio Morricone,249026,4.15
"Quadrille ohne Titel, Op. 248",Johann Strauss I,240671,4.01
Nuovo Cinema Paradiso,Ennio Morricone,178666,2.98
Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,231893,3.86
The Staunton Lick,Lemon Jelly,193808,3.23
Last Request,Paolo Nutini,220413,3.67
"Say Hello, Wave Goodbye",David Gray,538200,8.97
Through The Echoes,Paolo Nutini,272757,4.55
I Promise,Radiohead,239226,3.99
First Youth,Ennio Morricone,136560,2.28
A Pirate Looks At Forty,Jack Johnson,232066,3.87
Claudia's Theme - Version Eight,Lennie Niehaus,341866,5.70
Why,Dominic Fike,139906,2.33
The Air That I Breathe - 2008 Remaster,The Hollies,257106,4.29
Dear Marie,John Mayer,222720,3.71
Stay High,Childish Gambino,218400,3.64
Las transeúntes,Jorge Drexler,303080,5.05
Society,Eddie Vedder,236306,3.94
Sleep On The Floor,The Lumineers,211851,3.53
Coming up Easy,Paolo Nutini,258520,4.31
The Heart of Life,John Mayer,198200,3.30
Natural Blues,Moby,253773,4.23
The Blower's Daughter,Damien Rice,286653,4.78
Stay Alive,José González,266906,4.45
Telefonía,Jorge Drexler,184963,3.08
Last Request,Paolo Nutini,220413,3.67
Move Together,James Bay,275493,4.59
Believe,Mumford & Sons,220866,3.68
Coloratura,Coldplay,617057,10.28
Romeo Had Juliette,Lou Reed,190333,3.17
With Or Without You,U2,295515,4.93
Unbelievers,Vampire Weekend,202666,3.38
Sam's Town,The Killers,246026,4.10
Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,231893,3.86
Tumbling Dice,The Rolling Stones,226333,3.77
You Only Live Once,The Strokes,189226,3.15
Echoing,Kings of Leon,217346,3.62
Strangers (Stereo) - 2014 Remastered Version,The Kinks,198786,3.31
Classy Girl,The Lumineers,165933,2.77
The Cave,Mumford & Sons,218000,3.63
No Surprises,Radiohead,229120,3.82
What I Got,Sublime,170906,2.85
Black Treacle,Arctic Monkeys,198450,3.31
What I Got,Sublime,170906,2.85
Mother's Daughter,Santana,265466,4.42
Hold On To What You Believe,Mumford & Sons,244186,4.07
Let It Go,James Bay,260533,4.34
Sorry,Justin Bieber,200786,3.35
Unbelievers,Vampire Weekend,202666,3.38
God - Remastered 2010,John Lennon,252773,4.21
Lady Stardust - 2012 Remaster,David Bowie,201426,3.36
Good Morning Good Morning - Remastered 2009,The Beatles,161226,2.69
You May Be Right,Billy Joel,253200,4.22
Gale Song,The Lumineers,193720,3.23
Gold on the Ceiling,The Black Keys,224333,3.74
Aye,Sam Fender,186773,3.11
On Top Of The World,Imagine Dragons,192280,3.20
Lady,King Tuff,218197,3.64
Heartbreaker - Remaster,Led Zeppelin,159451,2.66
Mustang,Skegss,183673,3.06
I Don't Know,Paul McCartney,266943,4.45
On the Road,Houndmouth,146093,2.43
Exile Rag,Kyle Craft,288760,4.81
Who'll Stop The Rain,Creedence Clearwater Revival,147493,2.46
Bellbottoms,The Jon Spencer Blues Explosion,317986,5.30
Maracas,Joan Sebastian,188917,3.15
Have You Heard - Mono,John Mayall,353306,5.89
Black Country Woman - Remaster,Led Zeppelin,264630,4.41
Bennie And The Jets - Remastered 2014,Elton John,322548,5.38
I've Got A Feeling - Remastered 2009,The Beatles,217560,3.63
Leaving California,Maroon 5,203453,3.39
The Boxer,Simon & Garfunkel,231596,3.86
Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,231893,3.86
Through The Echoes,Paolo Nutini,221245,3.69
Gives You Hell,The All-American Rejects,213106,3.55
Black Treacle,Arctic Monkeys,217440,3.62
I Want It That Way,Backstreet Boys,213306,3.56
Mi Mayor Anhelo - Balada,Banda MS de Sergio Lizárraga,339873,5.66
AYAYAY!,Christian Nodal,130760,2.18
Grace Kelly,MIKA,187733,3.13
Mujer De Piedra,Gerardo Ortiz,173866,2.90
Mujer De Piedra,Gerardo Ortiz,173866,2.90
Don't Stop Me Now,Queen,209160,3.49
Adiós Amor,Christian Nodal,199320,3.32
Unwritten,Natasha Bedingfield,245217,4.09
Drops of Jupiter (Tell Me),Train,259933,4.33
Dopamine,Franc Moody,243945,4.07
Dominoes,Paul McCartney,302218,5.04
Botella Tras Botella,Gera MX,197333,3.29
Ya No Somos Ni Seremos,Christian Nodal,185722,3.10
De Los Besos Que Te Di,Christian Nodal,167493,2.79
Querida,Juan Gabriel,323933,5.40
¿Por Qué Me Haces Llorar?,Juan Gabriel,182880,3.05
Insensible,Juan Gabriel,144448,2.41
You Sexy Thing,Hot Chocolate,244920,4.08
Paper Crown,Liam Gallagher,162857,2.71
Son of a Lovin' Man,Buchanan Brothers,176693,2.94
Here Comes Your Man,Pixies,201186,3.35
Fun,Skegss,218823,3.65
9 to 5,Dolly Parton,162466,2.71
Eso Y Más,Joan Sebastian,159172,2.65
Tatuajes,Joan Sebastian,211255,3.52
Maracas,Joan Sebastian,188917,3.15
AYAYAY!,Christian Nodal,130760,2.18
Hammer To Fall,Queen,266960,4.45
Spirit In The Sky - Deluxe Edition,Norman Greenbaum,242893,4.05
Keep Your Hands off Her,The Black Keys,186533,3.11
Kids,MGMT,302840,5.05
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,128763,2.15
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,170626,2.84
Luz De Dia,Los Enanitos Verdes,268866,4.48
"Singing Winds, Crying Beasts",Santana,135679,2.26
Luz De Dia,Los Enanitos Verdes,260574,4.34
California Stars,Billy Bragg,298533,4.98
Brown Eyed Girl,Van Morrison,183306,3.06
Cavalleria rusticana: Intermezzo,Pietro Mascagni,190226,3.17
Exitlude,The Killers,146746,2.45
"I Walk the Line - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,134573,2.24
Politik,Coldplay,318626,5.31
You Really Got Me,The Kinks,134253,2.24
Bad Moon Rising,Creedence Clearwater Revival,141600,2.36
Gangsta Gangsta,N.W.A.,185716,3.10
I Want It That Way,Backstreet Boys,213306,3.56
Happy With You,Paul McCartney,214111,3.57
Til the Right One Comes,John Mayer,219226,3.65
Til the Right One Comes,John Mayer,219226,3.65
R U Mine?,Arctic Monkeys,160230,2.67
Just What I Needed,The Cars,225626,3.76
12:51,The Strokes,153133,2.55
"Dear Maria, Count Me In",All Time Low,182826,3.05
Don't Mention The War,The Divine Comedy,243333,4.06
Laid,Matt Nathanson,182826,3.05
Treat Her Right,Roy Head And The Traits,125893,2.10
This Is Your Life,The Killers,124162,2.07
Eden's House (feat. Ladysmith Black Mambazo),Milky Chance,231893,3.86
Who Let You Go?,The Killers,222906,3.72
Hopeless Wanderer,Mumford & Sons,307853,5.13
Black Magic Woman / Gypsy Queen,Santana,319773,5.33
We're Going to Be Friends,The White Stripes,140178,2.34
Little Bribes,Death Cab for Cutie,166946,2.78
Got to Be Free (Stereo) - 2014 Remastered Version,The Kinks,184453,3.07
Into the Mystic - 2013 Remaster,Van Morrison,205613,3.43
Nova Baby,The Black Keys,179009,2.98
Teachers,Young the Giant,220786,3.68
She's Always a Woman,Billy Joel,201373,3.36
High Places,Keuning,226516,3.78
Lookin' Out My Back Door,Creedence Clearwater Revival,152453,2.54
Neighborhood #2 (Laika),Arcade Fire,212000,3.53
Supermarket Flowers,Ed Sheeran,204015,3.40
Personajes (Jam Session),Los Claxons,202973,3.38
Never on the Day You Leave,John Mayer,167648,2.79
Ain't That A Kick In The Head,Dean Martin,147293,2.45
I Will Remember,Train,193853,3.23
Hey Tonight,Creedence Clearwater Revival,161600,2.69
M79,Vampire Weekend,255760,4.26
Cause,Rodríguez,330360,5.51
She's Long Gone,The Black Keys,173829,2.90
Gimme Shelter,The Rolling Stones,270760,4.51
Hombre de ninguna parte,Xoel López,221693,3.69
Don't Pass Me By - Remastered 2009,The Beatles,213461,3.56
It's Time,Imagine Dragons,240306,4.01
Cotton Fields,Creedence Clearwater Revival,177266,2.95
Feel It Still,Portugal. The Man,163253,2.72
Grow Old With Me,Ringo Starr,167531,2.79
Torn And Frayed,The Rolling Stones,257240,4.29
The River,Liam Gallagher,209118,3.49
"Baby, Let's Play House",Elvis Presley,139040,2.32
El Problema,Ricardo Arjona,330373,5.51
Skinny Love,Bon Iver,238520,3.98
Gasoline,Houndmouth,171119,2.85
I Will Be Found (Lost At Sea),John Mayer,182766,3.05
In Repair,John Mayer,270042,4.50
